,sentence,paraphrase_word
43918,dr. *george* 's secretary is japanese .,georges
43919,dr. *georges* 's secretary is japanese .,george
43920,i *'m* just tired .,was
43921,i *was* just tired .,'m
43922,i do n't know *anybody* in boston .,anyone
43923,i do n't know *anyone* in boston .,anybody
43924,i thought you *would* say that .,'d
43925,i thought you *'d* say that .,would
43926,this paper does *not* absorb ink .,n't
43927,this paper does *n't* absorb ink .,not
43928,can you *explain* that ?,clarify
43929,can you explain *that* ?,this
43930,can you *clarify* that ?,explain
43931,can you explain *this* ?,that
43932,i *did* n't read it .,have
43933,i did n't read *it* .,that
43934,i *have* n't read it .,did
43935,i did n't read *that* .,it
43936,would you mind *watching* my kids ?,babysitting
43937,would you mind *babysitting* my kids ?,watching
43938,you 've been very *good* to me .,nice
43939,you 've been very *good* to me .,kind
43940,you 've been very *nice* to me .,good
43941,you 've been very *nice* to me .,kind
43942,you 've been *so* kind to me .,very
43943,you 've been very *kind* to me .,good
43944,you 've been very *kind* to me .,nice
43945,you 've been *very* kind to me .,so
43946,tom tried to *hug* mary .,embrace
43947,tom tried to *embrace* mary .,hug
43948,did you get *some* sleep ?,any
43949,did you get *any* sleep ?,some
43950,the baby *stopped* crying .,ceased
43951,the baby *ceased* crying .,stopped
43952,his popularity is *falling* .,waning
43953,his popularity is *waning* .,falling
43954,tom seems *pretty* happy .,quite
43955,tom seems *quite* happy .,pretty
43956,tom *seems* quite happy .,looks
43957,tom *looks* quite happy .,seems
43958,you 're good at *this* .,that
43959,you 're good at *that* .,this
43960,that sounds *promising* .,hopeful
43961,that sounds *hopeful* .,promising
43962,tom 's hands *were* dirty .,are
43963,tom 's hands *are* dirty .,were
43964,i was n't *looking* .,staring
43965,i was n't *looking* .,watching
43966,i was n't *staring* .,looking
43967,i was n't *staring* .,watching
43968,i was n't *watching* .,looking
43969,i was n't *watching* .,staring
43970,i 'm not *leaving* without you .,going
43971,i 'm not *going* without you .,leaving
43972,i ca n't believe *he* 's dead !,she
43973,i ca n't believe *she* 's dead !,he
43974,tom 's enthusiasm is *contagious* .,infectious
43975,tom 's enthusiasm is *infectious* .,contagious
43976,i assume you *are* talking about tom .,'re
43977,i assume you *'re* talking about tom .,are
43978,*she* deserves better .,he
43979,*he* deserves better .,she
43980,i do n't want *him* seeing this .,her
43981,i do n't want *her* seeing this .,him
43982,i told *him* what you did .,her
43983,i told *her* what you did .,him
43984,what if something *goes* wrong ?,went
43985,what if something *went* wrong ?,goes
43986,tom 's feelings were *not* reciprocated .,n't
43987,tom 's feelings were *n't* reciprocated .,not
43988,being a prince is *not* that easy .,n't
43989,being a prince is *n't* that easy .,not
43990,tom did *it* for his family .,that
43991,tom did *that* for his family .,it
43992,i should *'ve* called a doctor .,have
43993,i should *have* called a doctor .,'ve
43994,i would never *have* done such a thing .,'ve
43995,i would *'ve* never done such a thing .,have
43996,let 's *get* some coffee .,have
43997,let 's *have* some coffee .,get
43998,tom is *not* in his bedroom .,n't
43999,tom is *n't* in his bedroom .,not
44000,he came home *exactly* at ten .,right
44001,he came home *right* at ten .,exactly
44002,i *broke* my back .,hurt
44003,i *hurt* my back .,broke
44004,tom said he was *very* tired .,extremely
44005,tom said he *was* very tired .,'s
44006,tom said he *was* very tired .,felt
44007,tom said he was *extremely* tired .,very
44008,tom said he *'s* very tired .,was
44009,tom said he *'s* very tired .,felt
44010,tom said he *felt* very tired .,was
44011,tom said he *felt* very tired .,'s
44012,now introduce yourself *with* these sentences !,using
44013,now introduce yourself *using* these sentences !,with
44014,there *'s* a difference .,is
44015,there *is* a difference .,'s
44016,there is *a* difference .,one
44017,there is *one* difference .,a
44018,do n't *pressure* tom .,antagonize
44019,do n't *pressure* tom .,encourage
44020,do n't *antagonize* tom .,pressure
44021,do n't *antagonize* tom .,encourage
44022,do n't *encourage* tom .,pressure
44023,do n't *encourage* tom .,antagonize
44024,he moved *close* to her .,closer
44025,he moved *closer* to her .,close
44026,tom pointed *his* finger at mary .,a
44028,tom ate my *cookies* .,cookie
44029,tom ate my *cookie* .,cookies
44030,do n't thank me *yet* .,now
44031,do n't thank me *now* .,yet
44032,anyone could *have* made it .,'ve
44033,anyone could *'ve* made it .,have
44034,it could *have* been anyone .,'ve
44035,it could be *anybody* .,anyone
44036,it could be *anyone* .,anybody
44037,it could *'ve* been anyone .,have
44038,tom would *'ve* left a note .,have
44039,tom would *have* left a note .,'ve
44040,*he* 's getting suspicious .,she
44041,*she* 's getting suspicious .,he
44042,tom said he *would* try .,'d
44043,tom said he *'d* try .,would
44044,do n't let *anybody* see you .,anyone
44045,do n't let *anyone* see you .,anybody
44046,i knew *she* was different .,he
44047,i knew *he* was different .,she
44048,we can do *it* ourselves .,that
44049,we can do *that* ourselves .,it
44050,tom *might* come .,may
44051,tom *might* come .,can
44052,tom *may* come .,might
44053,tom *may* come .,can
44054,tom *can* come .,might
44055,tom *can* come .,may
44056,tom *is* my nephew .,'s
44057,tom is my *nephew* .,grandson
44058,tom *'s* my nephew .,is
44059,tom is my *grandson* .,nephew
44060,tom did n't mention *that* .,it
44061,tom did n't mention *it* .,that
44062,tom is very *busy* .,committed
44063,tom is *very* busy .,really
44064,tom is *very* busy .,too
44065,tom is very *committed* .,busy
44066,tom is *really* busy .,very
44067,tom is *really* busy .,too
44068,tom is *too* busy .,very
44069,tom is *too* busy .,really
44070,it was *n't* a coincidence .,not
44071,it was *not* a coincidence .,n't
44072,tom likes *football* and music .,soccer
44073,tom likes *soccer* and music .,football
44074,tom said he *was* n't tired .,is
44075,tom said he *is* n't tired .,was
44076,tom has *issues* .,problems
44077,tom has *problems* .,issues
44078,i do n't trust *her* .,him
44079,i do n't trust *him* .,her
44080,did you *speak* to tom yesterday ?,talk
44081,did you *talk* to tom yesterday ?,speak
44083,three beers and *one* tequila please !,a
44084,do you want *it* or not ?,this
44085,do you want *this* or not ?,it
44086,why did n't *he* call me back ?,you
44087,why did n't *you* call me back ?,he
44088,that *looks* like tom .,sounds
44089,that *sounds* like tom .,looks
44090,you 're *careless* .,negligent
44091,you 're *careless* .,reckless
44092,you 're *negligent* .,careless
44093,you 're *negligent* .,reckless
44094,you 're *reckless* .,careless
44095,you 're *reckless* .,negligent
44096,tom is *preparing* coffee .,making
44097,tom is *making* coffee .,preparing
44098,it 's *almost* dark .,nearly
44099,it 's *nearly* dark .,almost
44100,i 'm *very* busy now .,really
44101,i 'm *really* busy now .,very
44102,is *this* absolutely necessary ?,that
44103,is *this* absolutely necessary ?,it
44104,is *that* absolutely necessary ?,this
44105,is *that* absolutely necessary ?,it
44106,is *it* absolutely necessary ?,this
44107,is *it* absolutely necessary ?,that
44108,i wrote *that* for tom .,it
44109,i wrote *it* for tom .,that
44110,you *are* always wrong .,'re
44111,you *'re* always wrong .,are
44112,tom *thinks* you 're cute .,says
44113,tom *says* you 're cute .,thinks
44114,i wonder *if* tom ever cries .,whether
44115,i wonder *whether* tom ever cries .,if
44116,i like german *doughnuts* a lot .,crowns
44117,i like german *crowns* a lot .,doughnuts
44118,we do n't *need* your money .,want
44119,we do n't *want* your money .,need
44120,tom is very *childish* .,immature
44121,tom is very *immature* .,childish
44122,tom was *obviously* disappointed .,clearly
44123,tom was *clearly* disappointed .,obviously
44124,death is *imminent* .,inevitable
44125,death is *imminent* .,certain
44126,death is *inevitable* .,imminent
44127,death is *inevitable* .,certain
44128,death is *certain* .,imminent
44129,death is *certain* .,inevitable
44130,you should *'ve* trusted me .,have
44131,you should *have* trusted me .,'ve
44132,tom would n't want *that* .,this
44133,tom would n't want *this* .,that
44134,i 'm *just* looking for tom .,now
44135,i 'm looking for tom *now* .,just
44136,i 'm not *certain* about anything .,sure
44137,i 'm not *sure* about anything .,certain
44138,i 'm not sure *about* anything .,of
44139,i 'm not sure *of* anything .,about
44140,i can die *happy* now .,happily
44141,i can now die *happily* .,happy
44142,can you *decipher* the message ?,decode
44143,can you *decode* the message ?,decipher
44144,there wo n't be *an* alternative .,any
44145,there wo n't be *any* alternative .,an
44146,they did *n't* have any roses .,not
44147,they did *not* have any roses .,n't
44148,tom liked *that* idea .,the
44149,tom liked *that* idea .,this
44150,tom liked *the* idea .,that
44151,tom liked *the* idea .,this
44152,tom liked *this* idea .,that
44153,tom liked *this* idea .,the
44154,did you *take* tom 's advice ?,follow
44155,did you *follow* tom 's advice ?,take
44156,did *somebody* hear something ?,someone
44157,did *someone* hear something ?,somebody
44158,i have n't spoken french *for* years .,in
44159,i have n't spoken french *in* years .,for
44160,this dog is *not* mine .,n't
44161,this is n't *my* dog .,mine
44162,this dog is *n't* mine .,not
44163,this dog is n't *mine* .,my
44164,i 'd better *get* home .,go
44165,i 'd better *go* home .,get
44166,tom was *quite* upset .,pretty
44167,tom was *pretty* upset .,quite
44168,tom has done *that* already .,it
44169,tom has already done *that* .,it
44170,tom has done *it* already .,that
44171,tom has done *it* already .,that
44172,tom is a *famous* chef .,renowned
44173,tom is a *renowned* chef .,famous
44174,i 'm *cooperating* .,cooperative
44175,i 'm *cooperative* .,cooperating
44176,i 'll *have* my revenge .,get
44177,i 'll *get* my revenge .,have
44178,tom is *stronger* than he looks .,older
44179,tom is *older* than he looks .,stronger
44180,tom nodded *his* agreement .,in
44181,tom nodded *in* agreement .,his
44182,can *somebody* help ?,anyone
44183,can *anyone* help ?,somebody
44184,tom is very *naive* .,gullible
44185,tom is very *naive* .,trusting
44186,tom is *really* gullible .,very
44187,tom is *really* gullible .,so
44188,tom is very *gullible* .,naive
44189,tom is *very* gullible .,really
44190,tom is very *gullible* .,trusting
44191,tom is *very* gullible .,so
44192,tom is very *trusting* .,naive
44193,tom is very *trusting* .,gullible
44194,tom is *so* gullible .,really
44195,tom is *so* gullible .,very
44196,we 're *very* excited .,so
44197,we 're *so* excited .,very
44198,when did he *arrive* here ?,come
44199,when did he *come* here ?,arrive
44200,i have another *idea* .,solution
44201,i have another *solution* .,idea
44202,that 's a *beautiful* name .,pretty
44203,that 's a *pretty* name .,beautiful
44204,tom has a *grown* daughter .,grown-up
44205,tom has a *grown-up* daughter .,grown
44206,where are my *things* ?,clothes
44207,where are my *clothes* ?,things
44208,where 's my *shirt* ?,stuff
44209,where 's my *stuff* ?,shirt
44210,*that* 's really not necessary .,it
44211,*it* 's not really necessary .,that
44212,i saw him *cry* .,crying
44213,i saw *you* crying .,her
44214,i saw *you* crying .,him
44215,i saw *her* crying .,you
44216,i saw *her* crying .,him
44217,i saw him *crying* .,cry
44218,i saw *him* crying .,you
44219,i saw *him* crying .,her
44220,tom has *braces* .,suspenders
44221,tom has *suspenders* .,braces
44222,is tom *joking* ?,kidding
44223,is tom *kidding* ?,joking
44224,i 'll vouch for *you* .,her
44225,i 'll vouch for *her* .,you
44226,i accept your *apology* .,apologies
44227,i accept your *apologies* .,apology
44228,tom must *have* seen me .,'ve
44229,tom must *'ve* seen me .,have
44230,i want to *know* the truth .,hear
44231,i want to *hear* the truth .,know
44232,he has *occult* powers !,otherwordly
44233,he has *occult* powers !,preternatural
44234,he has *otherwordly* powers !,occult
44235,he has *otherwordly* powers !,preternatural
44236,he has *preternatural* powers !,occult
44237,he has *preternatural* powers !,otherwordly
44238,i wonder how *this* works .,that
44239,i wonder how *that* works .,this
44240,the zipper *is* stuck .,'s
44241,the zipper *'s* stuck .,is
44242,tom and mary are *eating* breakfast .,having
44243,tom and mary are *having* breakfast .,eating
44244,love is *not* enough .,n't
44245,love is *n't* enough .,not
44246,do n't make me *angry* .,mad
44247,do n't make me *mad* .,angry
44248,how did tom *look* ?,sound
44249,how did tom *sound* ?,look
44250,we ca n't tell *anyone* .,anybody
44251,we ca n't tell *anybody* .,anyone
44252,tom is *not* often wrong .,n't
44253,tom is *n't* often wrong .,not
44254,tom does n't *appear* to hear us .,seem
44255,tom does n't *seem* to hear us .,appear
44256,we had only one *chance* .,opportunity
44257,we only had one *opportunity* .,chance
44258,something was bothering *him* .,her
44259,something was bot*her*ing *her* .,him
44260,he lost sight of *the* bird .,that
44261,he lost sight of *that* bird .,the
44262,i never should *'ve* hired tom .,have
44263,i never should *have* hired tom .,'ve
44264,tom was *very* late .,too
44265,tom was *too* late .,very
44267,how many hours do you work *per* week ?,a
44268,i *just* do n't know .,simply
44269,i *simply* do n't know .,just
44270,what if we *should* fail ?,happens
44271,what *happens* if we fail ?,should
44272,you do n't have to *reply* today .,answer
44273,you do n't have to *answer* today .,reply
44274,what else could *it* be ?,there
44275,what else could *there* be ?,it
44276,tom ca n't *leave* .,go
44277,*tom* ca n't leave .,thomas
44278,tom ca n't *go* .,leave
44279,*thomas* ca n't leave .,tom
44280,tom is on *sick* leave .,medical
44281,tom is on *medical* leave .,sick
44282,tom is n't *innocent* .,blameless
44283,tom is n't *blameless* .,innocent
44284,they started *firing* .,shooting
44285,they started *shooting* .,firing
44286,how hard can *it* be ?,that
44287,how hard *can* it be ?,could
44288,how hard can *it* be ?,this
44289,how hard can *that* be ?,it
44290,how hard *can* that be ?,could
44291,how hard can *that* be ?,this
44292,how hard *could* it be ?,can
44293,how hard could *it* be ?,that
44294,how hard *could* that be ?,can
44295,how hard could *that* be ?,it
44296,how hard can *this* be ?,it
44297,how hard can *this* be ?,that
44298,tom put his hand *on* mary 's .,over
44299,tom put his hand *over* mary 's .,on
44300,tom put on his *overcoat* .,coat
44302,tom put his *coat* on .,overcoat
44303,tom put *his* coat on .,a
44304,who gave *it* to tom ?,this
44305,who gave *this* to tom ?,it
44306,today was a *pleasant* day .,beautiful
44307,today was a *beautiful* day .,pleasant
44308,tom opened the *door* for mary .,gate
44309,tom opened the *gate* for mary .,door
44310,i need some time *to* myself .,for
44311,i need some time *for* myself .,to
44312,tom ordered *mineral* water .,fizzy
44313,tom ordered *fizzy* water .,mineral
44314,tom is a *true* gentleman .,real
44315,tom is a *real* gentleman .,true
44316,i made too many *salisbury* steaks .,hamburger
44317,i made too many *hamburger* steaks .,salisbury
44318,i 'm not *inflexible* .,tough
44319,i 'm not *tough* .,inflexible
44320,i felt *completely* happy .,perfectly
44321,i felt *perfectly* happy .,completely
44322,tom baked three *pies* .,cakes
44323,tom baked three *cakes* .,pies
44324,it was *correct* .,true
44325,it was *true* .,correct
44326,are you *courageous* ?,brave
44327,are you *brave* ?,courageous
44328,are you *sincere* ?,honest
44329,*are* you sincere ?,were
44330,are you *honest* ?,sincere
44331,were you *truthful* ?,sincere
44332,*were* you sincere ?,are
44333,were you *sincere* ?,truthful
44334,*are* you optimistic ?,were
44335,*were* you optimistic ?,are
44336,i must *'ve* sat on it .,have
44337,i must *have* sat on it .,'ve
44338,has anyone *talked* to tom ?,spoken
44339,has anyone *spoken* to tom ?,talked
44340,tom gave me a *ride* home .,lift
44341,tom *drove* me home .,brought
44342,tom *drove* me home .,took
44343,tom *brought* me home .,drove
44344,tom *brought* me home .,took
44345,tom *took* me home .,drove
44346,tom *took* me home .,brought
44347,tom gave me a *lift* home .,ride
44348,*to*m found me a good place *to* live .,for
44349,tom found a good place *for* me live .,to
44350,tom *repaired* his clock .,fixed
44351,tom *fixed* his clock .,repaired
44352,here *'s* your lunch .,is
44353,here *is* your lunch .,'s
44354,tom *is* your father .,'s
44355,tom *'s* your father .,is
44356,we should *'ve* gotten up earlier .,have
44357,we should *have* gotten up earlier .,'ve
44358,you *'ve* worked hard .,have
44359,you *have* worked hard .,'ve
44360,how could *anyone* be so stupid ?,you
44361,how could *you* be so stupid ?,anyone
44362,*everybody* but tom smiled .,everyone
44363,*everyone* smiled but tom .,everybody
44364,tom looks *rather* nervous .,pretty
44365,tom looks *pretty* nervous .,rather
44366,i *'m* mulatto .,am
44367,i *am* mulatto .,'m
44368,why are n't you *ready* ?,prepared
44369,why are n't you *prepared* ?,ready
44370,your lives *may* be in danger .,could
44371,your lives *could* be in danger .,may
44372,tom is in *terrible* danger .,horrible
44373,tom is in *terrible* danger .,great
44374,tom is in *terrible* danger .,grave
44375,tom is in *horrible* danger .,terrible
44376,tom is in *horrible* danger .,great
44377,tom is in *horrible* danger .,grave
44378,tom is in *great* danger .,terrible
44379,tom is in *great* danger .,horrible
44380,tom is in *great* danger .,grave
44381,tom is in *grave* danger .,terrible
44382,tom is in *grave* danger .,horrible
44383,tom is in *grave* danger .,great
44384,logical thinking is *not* my strength .,n't
44385,logical thinking is *n't* my strength .,not
44386,they both *smiled* .,smile
44387,they both *smile* .,smiled
44388,the streets are *not* safe at night .,n't
44389,the streets are *n't* safe at night .,not
44390,you could *'ve* ruined everything .,have
44391,you could *have* ruined everything .,'ve
44392,tom grabbed mary 's *arm* .,hand
44393,tom grabbed mary 's *hand* .,arm
44394,tom has n't *done* it yet .,made
44395,tom has n't done *it* yet .,that
44396,tom has n't done *it* yet .,that
44397,tom has n't *made* it yet .,done
44398,tom has n't done *that* yet .,it
44399,tom has n't yet done *that* .,it
44400,tom is *quite* optimistic .,rather
44401,tom is *rather* optimistic .,quite
44402,tom is *doing* something .,making
44403,tom is *making* something .,doing
44404,i should *'ve* stayed in boston .,have
44405,i should *have* stayed in boston .,'ve
44406,is *it* a date ?,this
44407,is *this* a date ?,it
44408,what did you do *to* *to*m ?,with
44409,what did you do *to* *to*m ?,for
44410,what 've you done *with* tom ?,to
44411,what did you do *with* tom ?,to
44412,what did you do *with* tom ?,for
44413,what 've you done *to* *to*m ?,with
44414,what did you do *for* tom ?,to
44415,what did you do *for* tom ?,with
44416,why does *everyone* hate tom ?,everybody
44417,why does *everybody* hate tom ?,everyone
44418,why did n't *anyone* come ?,anybody
44419,why did n't *anybody* come ?,anyone
44420,tom is obviously *concerned* .,worried
44421,tom is obviously *worried* .,concerned
44422,tom is *obviously* worried .,clearly
44423,tom is *clearly* worried .,obviously
44424,did tom *seem* busy ?,look
44425,did tom *look* busy ?,seem
44426,i 've got *somebody* with me .,someone
44427,i 've got *someone* with me .,somebody
44428,tom said i *was* to wait .,had
44429,tom said i *had* to wait .,was
44430,tom wo n't like *it* .,that
44431,tom wo n't like *it* .,this
44432,tom wo n't like *that* .,it
44433,tom wo n't like *that* .,this
44434,tom wo n't like *this* .,it
44435,tom wo n't like *this* .,that
44436,tom did *n't* want to wait .,not
44437,tom did *not* want to wait .,n't
44438,tom has two *brothers* .,sisters
44439,tom has two *brothers* .,siblings
44440,tom has two *sisters* .,brothers
44441,tom has two *sisters* .,siblings
44442,tom has two *siblings* .,brothers
44443,tom has two *siblings* .,sisters
44444,i knew tom would *be* back .,come
44445,i knew tom would *come* back .,be
44446,tom knows how to *defend* himself .,assert
44447,tom knows how to *assert* himself .,defend
44448,they had *guns* .,weapons
44449,they had *weapons* .,guns
44450,are you *unhappy* ?,miserable
44451,are you *miserable* ?,unhappy
44452,his eyes are bathed *in* tears .,with
44453,his eyes are *wet* with tears .,bathed
44454,his eyes are bathed *with* tears .,in
44455,his eyes are *bathed* with tears .,wet
44456,we had a *stopover* in boston .,layover
44457,we had a *layover* in boston .,stopover
44458,this should n't take *too* long .,very
44459,this should n't take *very* long .,too
44460,he hates his *neighbor* .,neighbour
44461,he hates his *neighbour* .,neighbor
44462,tom slipped on *the* ice .,black
44463,tom slipped on *black* ice .,the
44464,are we safe *yet* ?,now
44465,are we safe *now* ?,yet
44466,that was well *written* .,writ
44467,that was well *writ* .,written
44468,do n't ask me such *difficult* questions .,hard
44469,do n't ask me such *hard* questions .,difficult
44470,i should *'ve* worn a coat .,have
44471,i should *have* worn a coat .,'ve
44472,we 're still *searching* .,looking
44473,we 're still *searching* .,investigating
44474,we 're still *looking* .,searching
44475,we 're still *looking* .,investigating
44476,we 're still *investigating* .,searching
44477,we 're still *investigating* .,looking
44478,tom is *shorter* than me .,smaller
44479,tom is *smaller* than me .,shorter
44480,we already did *that* .,it
44481,we 've *already* done that .,before
44482,we 've done *it* before .,that
44483,we 've done *it* before .,this
44484,we 've done that *before* .,already
44485,we 've done *that* before .,it
44486,we 've done *that* before .,this
44487,we 've done that *before* .,already
44488,we 've done *this* before .,it
44489,we 've done *this* before .,that
44490,we 've done that *already* .,before
44491,we did *that* already .,it
44492,we did *it* already .,that
44493,we did *it* already .,that
44494,you 're both *crazy* .,insane
44495,you 're both *insane* .,crazy
44496,tom would *'ve* loved the concert .,have
44497,tom would *have* loved the concert .,'ve
44498,i saw tom *entering* that restaurant .,enter
44499,i saw tom *enter* that restaurant .,entering
44500,do n't *insult* me .,offend
44501,do n't *offend* me .,insult
44502,tom is *very* generous .,extremely
44503,tom is very *generous* .,open
44504,tom is *extremely* generous .,very
44505,tom is very *open* .,generous
44506,they spoke *quietly* .,softly
44507,they *spoke* quietly .,talked
44508,they spoke *softly* .,quietly
44509,they *talked* quietly .,spoke
44510,"alas , *she* died young .",he
44511,"alas , *he* died young .",she
44512,tom *remained* skeptical .,remains
44513,tom *remains* skeptical .,remained
44515,i always take *the* bus .,a
44516,the *tumor* was benign .,tumour
44517,the *tumour* was benign .,tumor
44518,they *'re* not talking .,are
44519,they *are* not talking .,'re
44521,she cut *the* cake in two .,a
44522,tom will be *greatly* missed .,truly
44523,tom will be *truly* missed .,greatly
44524,let tom stay *there* .,here
44525,let tom stay *here* .,there
44526,why is *everyone* crying ?,everybody
44527,why is *everybody* crying ?,everyone
44528,tom was in *good* spirits .,high
44529,tom was in *high* spirits .,good
44530,tom ca n't *come* with us .,go
44531,tom ca n't *go* with us .,come
44532,tom does n't *want* to go .,intend
44533,tom does n't *intend* to go .,want
44534,i *finished* my sandwich .,ate
44535,i *ate* my sandwich .,finished
44536,there *is* nothing going on between tom and me .,'s
44537,there *'s* nothing going on between me and tom .,is
44538,what was *his* reaction ?,her
44539,what was *her* reaction ?,his
44540,just give me *one* minute .,a
44541,give me just *one* minute .,a
44542,give me just *a* minute .,one
44543,give me just *a* minute .,one
44544,the floor is *dirty* .,muddy
44545,the floor is *muddy* .,dirty
44546,i should 've worn a *short-sleeved* shirt .,short-sleeve
44547,i should 've worn a *short-sleeve* shirt .,short-sleeved
44548,i should *'ve* worn short sleeves .,have
44549,i should *have* worn short sleeves .,'ve
44550,tom never *smiles* .,laughs
44551,tom never *laughs* .,smiles
44552,i 'm not *courageous* .,brave
44553,i 'm not *brave* .,courageous
44554,is *this* your girlfriend ?,that
44555,is *that* your girlfriend ?,this
44556,it *seems* strange .,looks
44557,it *seems* strange .,sounds
44558,it *seems* strange .,seemed
44559,it *looks* strange .,seems
44560,it *looks* strange .,sounds
44561,it *looks* strange .,seemed
44562,that seems *odd* .,weird
44563,that seems *weird* .,odd
44564,that *seems* weird .,sounded
44565,that *sounded* weird .,seems
44566,*that* sounds strange .,it
44567,that *sounds* strange .,seemed
44568,it *sounds* strange .,seems
44569,it *sounds* strange .,looks
44570,*it* sounds strange .,that
44571,it *sounds* strange .,seemed
44572,it *seemed* strange .,seems
44573,it *seemed* strange .,looks
44574,it *seemed* strange .,sounds
44575,*it* seemed strange .,that
44576,that *seemed* strange .,sounds
44577,*that* seemed strange .,it
44578,tom does n't *often* wear a hat .,usually
44579,tom does n't *usually* wear a hat .,often
44580,do you mean *it* ?,that
44581,do you mean *that* ?,it
44582,he decided on *the* red car .,a
44584,this is completely *safe* .,harmless
44585,this is completely *harmless* .,safe
44586,you should *'ve* waited .,have
44587,you should *have* waited .,'ve
44588,are you *going* to help tom ?,planning
44589,are you *planning* to help tom ?,going
44590,you asked me *to* help .,for
44591,you asked me *for* help .,to
44592,tom would *'ve* helped us .,have
44593,tom would *have* helped us .,'ve
44594,i do n't *think* you 're right .,believe
44595,i do n't *believe* you 're right .,think
44596,i do n't think *that* 's even possible .,it
44597,i do n't think *it* 's even possible .,that
44598,i have a *great* job .,wonderful
44599,i have a *wonderful* job .,great
44600,the streets were covered *with* snow .,in
44601,the streets *were* covered with snow .,are
44602,the streets were covered *in* snow .,with
44603,the streets *are* covered with snow .,were
44604,you looked *scared* .,terrified
44605,you looked *terrified* .,scared
44606,it was *very* small .,too
44607,it was *too* small .,very
44608,you never *stood* a chance .,had
44609,you never *had* a chance .,stood
44610,you could *'ve* walked away .,have
44611,you could *have* walked away .,'ve
44612,tom was *all* wrong .,dead
44613,tom was *dead* wrong .,all
44614,does tom *like* me ?,love
44615,does tom *love* me ?,like
44616,is tom still *mad* ?,angry
44617,is tom still *angry* ?,mad
44618,tom was *stubborn* .,obstinate
44619,tom was *stubborn* .,hardheaded
44620,tom was *obstinate* .,stubborn
44621,tom was *obstinate* .,hardheaded
44622,tom was *hardheaded* .,stubborn
44623,tom was *hardheaded* .,obstinate
44624,tom *leaned* forward .,bent
44625,tom *bent* forward .,leaned
44626,tom *shouts* a lot .,screams
44627,tom *screams* a lot .,shouts
44628,his son is *sick* .,ill
44629,his son is *ill* .,sick
44630,i never believed *it* .,that
44631,i never believed *that* .,it
44632,i want to *raise* a family .,start
44633,i want to *start* a family .,raise
44634,i *'m* a pacifist .,am
44635,i *am* a pacifist .,'m
44636,they *cancelled* the festival .,canceled
44637,they *canceled* the festival .,cancelled
44638,*it* 'll never work .,that
44639,*that* 'll never work .,it
44640,tom is *searching* for something .,looking
44641,tom is *looking* for something .,searching
44642,why were you holding *her* hand ?,his
44643,why were you holding *his* hand ?,her
44644,tom is a *little* chubby .,bit
44645,tom is a *bit* chubby .,little
44646,what do you *expect* in return ?,want
44647,what do you *want* in return ?,expect
44648,i looked *into* the mirror .,in
44649,i looked *in* the mirror .,into
44650,mary said she 's *well* .,fine
44651,mary said she 's *fine* .,well
44652,i was *scared* of tom .,afraid
44653,i was *afraid* of tom .,scared
44654,i 'll make a video *for* you .,of
44655,i 'll make a video *of* you .,for
44656,tom would *'ve* been proud .,have
44657,tom would *have* been proud .,'ve
44658,my leg *is* still asleep .,'s
44659,my leg *'s* still asleep .,is
44660,tom *started* to snore .,began
44661,tom *began* to snore .,started
44662,she does n't *talk* much .,speak
44663,she does n't *speak* much .,talk
44664,*that* just might work .,this
44665,*this* might just work .,that
44666,tom is *angry* at you .,mad
44667,tom is angry *at* you .,with
44668,tom is *mad* at you .,angry
44669,tom is mad *at* you .,about
44670,tom is angry *with* you .,at
44671,tom is mad *about* you .,at
44672,tom is *dying* to see you .,impatient
44673,tom is *impatient* to see you .,dying
44674,this is *very* unusual .,highly
44675,this is *highly* unusual .,very
44676,where can *we* meet you ?,i
44677,where can *i* meet you ?,we
44678,tom is *quite* young .,pretty
44679,tom is *pretty* young .,quite
44680,tom is still *very* young .,too
44681,tom is still *too* young .,very
44682,*it* 's my su*it*case .,that
44683,*that* 's my suitcase .,it
44684,the concert has n't yet *begun* .,started
44685,the concert has n't *started* yet .,begun
44686,tom *did* n't come .,would
44687,tom did n't *come* .,show
44688,tom did n't *come* .,appear
44689,tom *would* n't come .,did
44690,tom did n't *show* .,come
44691,tom did n't *show* .,appear
44692,tom did n't *show* up .,turn
44693,tom did n't *turn* up .,show
44694,tom did n't *appear* .,come
44695,tom did n't *appear* .,show
44696,*who* were you expecting ?,someone
44697,were you expecting *someone* ?,who
44698,who else could *'ve* done it ?,have
44699,who else could *have* done it ?,'ve
44700,are n't you *ready* ?,prepared
44701,are n't you *done* yet ?,ready
44702,are n't you *done* yet ?,finished
44703,are n't you *prepared* ?,ready
44704,are n't you *ready* yet ?,done
44705,are n't you ready *yet* ?,guys
44706,are n't you ready *yet* ?,about
44707,are n't you *ready* yet ?,finished
44708,are n't you *guys* ready ?,yet
44709,are n't you *guys* ready ?,about
44710,are n't you *about* ready ?,yet
44711,are n't you *about* ready ?,guys
44712,are n't you *finished* yet ?,done
44713,are n't you *finished* yet ?,ready
44714,i think it should *'ve* been discussed .,have
44715,i think it should *have* been discussed .,'ve
44716,i could n't help *it* .,him
44717,i could n't help *it* .,her
44718,i could n't help *him* .,it
44719,i could n't help *him* .,her
44720,i could n't help *her* .,it
44721,i could n't help *her* .,him
44722,this is *extortion* .,blackmail
44723,this is *blackmail* .,extortion
